フォーマット区分,締切年月日,客先口座番号,カード体系区分,カードコード,特約店独自コード,提供先会員コード,提供先会員名称,インタンク区分,実車番・届先,車両・届先名称（カナ）,車両・届先名称,給油ＳＳコード,給油ＳＳ名称,給油日付,給油時刻,カード入力区分,販売形態,レシート番号,商品分類,商品コード,荷姿コード,商品名称,処理区分,値付区分,数量,換算後数量,単価（軽油税込）,単価（軽油税抜）,金額（軽油税込）,金額（軽油税抜）,消費税,合計金額,軽油税,陸運支局部,自動車識別登録番号,車種,車両番号,給油ＳＳ都道府県名,給油ＳＳ市郡区名,給油ＳＳ区町村名,管外区分,高速区分
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1107,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250527,2019,0,0,505201,130,0216,00,軽油　　　　　　　　,0,1,+0000293.00,+0000293.00,+0000124.70,+0000092.60,+00036537,+00027132,+00002713,+00039250,+00009405,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250503,1703,0,0,427801,130,0216,00,軽油　　　　　　　　,0,1,+0000243.00,+0000243.00,+0000124.70,+0000092.60,+00030302,+00022502,+00002250,+00032552,+00007800,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250503,1707,0,0,428901,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250504,1637,0,0,715401,130,0216,00,軽油　　　　　　　　,0,1,+0000138.00,+0000138.00,+0000124.70,+0000092.60,+00017208,+00012779,+00001278,+00018486,+00004429,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250504,1640,0,0,715601,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250506,1611,0,0,795001,130,0216,00,軽油　　　　　　　　,0,1,+0000152.00,+0000152.00,+0000124.70,+0000092.60,+00018954,+00014075,+00001408,+00020362,+00004879,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250506,1613,0,0,795301,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250510,1700,0,0,199201,130,0216,00,軽油　　　　　　　　,0,1,+0000256.00,+0000256.00,+0000124.70,+0000092.60,+00031923,+00023706,+00002371,+00034294,+00008217,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250510,1710,0,0,200301,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250510,1710,0,0,200302,310,6447,00,その他洗車オプション,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250511,1529,0,0,315901,130,0216,00,軽油　　　　　　　　,0,1,+0000126.00,+0000126.00,+0000124.70,+0000092.60,+00015712,+00011668,+00001167,+00016879,+00004044,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250511,1537,0,0,316401,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250513,1622,0,0,414501,130,0216,00,軽油　　　　　　　　,0,1,+0000142.00,+0000142.00,+0000124.70,+0000092.60,+00017707,+00013149,+00001315,+00019022,+00004558,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250513,1630,0,0,415201,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250518,1516,0,0,660201,130,0216,00,軽油　　　　　　　　,0,1,+0000164.00,+0000164.00,+0000124.70,+0000092.60,+00020450,+00015186,+00001519,+00021969,+00005264,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250518,1521,0,0,660401,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250518,1521,0,0,660402,310,6445,00,下部洗浄　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250520,1618,0,0,770301,130,0216,00,軽油　　　　　　　　,0,1,+0000148.00,+0000148.00,+0000124.70,+0000092.60,+00018455,+00013705,+00001371,+00019826,+00004750,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250520,1625,0,0,770801,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250523,1639,0,0,227601,130,0216,00,軽油　　　　　　　　,0,1,+0000160.00,+0000160.00,+0000124.70,+0000092.60,+00019952,+00014816,+00001482,+00021434,+00005136,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250523,1642,0,0,227801,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250525,1615,0,0,320901,130,0216,00,軽油　　　　　　　　,0,1,+0000211.00,+0000211.00,+0000124.70,+0000092.60,+00026311,+00019538,+00001954,+00028265,+00006773,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250525,1623,0,0,321801,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250527,2208,0,0,602101,130,0216,00,軽油　　　　　　　　,0,1,+0000240.00,+0000240.00,+0000124.70,+0000092.60,+00029928,+00022224,+00002222,+00032150,+00007704,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250527,2210,0,0,602201,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250530,1630,0,0,560701,130,0216,00,軽油　　　　　　　　,0,1,+0000158.00,+0000158.00,+0000124.70,+0000092.60,+00019702,+00014631,+00001463,+00021165,+00005071,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1127,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,5202759,岐阜羽島インターＴＳ　　　　　,20250530,1637,0,0,561001,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,岐阜県　,羽島市　　　,上中町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250502,2149,0,0,366401,130,0216,00,軽油　　　　　　　　,0,1,+0000280.00,+0000280.00,+0000124.70,+0000092.60,+00034916,+00025928,+00002593,+00037509,+00008988,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250503,2134,0,0,443401,130,0216,00,軽油　　　　　　　　,0,1,+0000102.00,+0000102.00,+0000124.70,+0000092.60,+00012719,+00009445,+00000945,+00013664,+00003274,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250506,1936,0,0,679001,130,0216,00,軽油　　　　　　　　,0,1,+0000171.00,+0000171.00,+0000124.70,+0000092.60,+00021323,+00015834,+00001583,+00022906,+00005489,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250506,1938,0,0,679301,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250511,2202,0,0,279101,130,0216,00,軽油　　　　　　　　,0,1,+0000104.00,+0000104.00,+0000124.70,+0000092.60,+00012968,+00009630,+00000963,+00013931,+00003338,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250514,2205,0,0,276401,130,0216,00,軽油　　　　　　　　,0,1,+0000200.00,+0000200.00,+0000124.70,+0000092.60,+00024940,+00018520,+00001852,+00026792,+00006420,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250518,2224,0,0,714801,130,0216,00,軽油　　　　　　　　,0,1,+0000096.00,+0000096.00,+0000124.70,+0000092.60,+00011971,+00008890,+00000889,+00012860,+00003081,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,0101437,安中下りＴＳ　　　　　　　　　,20250525,2149,0,0,476501,130,0216,00,軽油　　　　　　　　,0,1,+0000127.00,+0000127.00,+0000124.70,+0000092.60,+00015836,+00011760,+00001176,+00017012,+00004076,　　　　,   ,　,      ,群馬県　,安中市　　　,郷原　　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1171,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,3206372,上武道深谷バイパスＴＳ　　　　,20250527,1516,0,0,487601,130,0216,00,軽油　　　　　　　　,0,1,+0000080.00,+0000080.00,+0000124.70,+0000092.60,+00009976,+00007408,+00000741,+00010717,+00002568,　　　　,   ,　,      ,埼玉県　,熊谷市　　　,西別府　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1181,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250517,1616,0,0,382301,130,0216,00,軽油　　　　　　　　,0,1,+0000154.00,+0000154.00,+0000124.70,+0000092.60,+00019203,+00014260,+00001426,+00020629,+00004943,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1181,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250517,1618,0,0,382401,310,8790,00,大型洗車　　　　　　,0,1,+0000001.00,+0000001.00,+0000100.00,+0000100.00,+00000100,+00000100,+00000010,+00000110,+00000000,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250502,0255,0,0,533201,130,0216,00,軽油　　　　　　　　,0,1,+0000116.00,+0000116.00,+0000124.70,+0000092.60,+00014465,+00010742,+00001074,+00015539,+00003723,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250504,0443,0,0,605601,130,0216,00,軽油　　　　　　　　,0,1,+0000143.00,+0000143.00,+0000124.70,+0000092.60,+00017832,+00013242,+00001324,+00019156,+00004590,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250506,0032,0,0,660101,130,0216,00,軽油　　　　　　　　,0,1,+0000131.00,+0000131.00,+0000124.70,+0000092.60,+00016335,+00012130,+00001213,+00017548,+00004205,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250509,0446,0,0,765101,130,0216,00,軽油　　　　　　　　,0,1,+0000126.00,+0000126.00,+0000124.70,+0000092.60,+00015712,+00011668,+00001167,+00016879,+00004044,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250512,0325,0,0,168101,130,0216,00,軽油　　　　　　　　,0,1,+0000130.00,+0000130.00,+0000124.70,+0000092.60,+00016211,+00012038,+00001204,+00017415,+00004173,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250514,0250,0,0,241701,130,0216,00,軽油　　　　　　　　,0,1,+0000119.00,+0000119.00,+0000124.70,+0000092.60,+00014839,+00011020,+00001102,+00015941,+00003819,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250516,0444,0,0,322401,130,0216,00,軽油　　　　　　　　,0,1,+0000130.00,+0000130.00,+0000124.70,+0000092.60,+00016211,+00012038,+00001204,+00017415,+00004173,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
0001,20250531,584108206874,1,584108206874100      ,       ,            ,株式会社関東隆商運輸　　　　　　　　　　　　　　,0,1507,                         ,　　　　　　　　　　　　　　　　　　　　　　　　,4204533,高崎インター東ＴＳ　　　　　　,20250519,0301,0,0,425301,130,0216,00,軽油　　　　　　　　,0,1,+0000125.00,+0000125.00,+0000124.70,+0000092.60,+00015587,+00011575,+00001158,+00016745,+00004012,　　　　,   ,　,      ,群馬県　,前橋市　　　,亀里町　　　,0,0
